gene_name	drug_name	interaction_types
HTR1B	SUMATRIPTAN	agonist
HTR1B	SUMATRIPTAN	
HTR1D	SUMATRIPTAN	agonist
HTR1D	SUMATRIPTAN	
HTR1D	SUMATRIPTAN	agonist
HTR1D	SUMATRIPTAN	agonist
HTR1D	SUMATRIPTAN	
HTR1E	SUMATRIPTAN	agonist
HTR1F	SUMATRIPTAN	
HTR1F	SUMATRIPTAN	agonist
HTR1F	SUMATRIPTAN	
HTR2B	SUMATRIPTAN	
HTR5A	SUMATRIPTAN	agonist
HTR6	SUMATRIPTAN	antagonist
SERPINA3	SUMATRIPTAN	antagonist
HTR1B	SUMATRIPTAN SUCCINATE	agonist
HTR1D	SUMATRIPTAN SUCCINATE	agonist
AURKB	SUNITINIB	inhibitor
BAP1	SUNITINIB	
CA9	SUNITINIB	
CSF1R	SUNITINIB	
EGFR	SUNITINIB	
ERBB2	SUNITINIB	
FGFR1	SUNITINIB	inhibitor
FGFR2	SUNITINIB	
FLT1	SUNITINIB	
FLT1	SUNITINIB	
FLT1	SUNITINIB	
FLT1	SUNITINIB	inhibitor
FLT1	SUNITINIB	inhibitor
FLT3	SUNITINIB	inhibitor
FLT3	SUNITINIB	inhibitor
FLT3	SUNITINIB	inhibitor
FLT3	SUNITINIB	
FLT3	SUNITINIB	
FLT3	SUNITINIB	
FLT3	SUNITINIB	
FLT3	SUNITINIB	inhibitor
FLT4	SUNITINIB	
FLT4	SUNITINIB	inhibitor
FLT4	SUNITINIB	
FLT4	SUNITINIB	inhibitor
FLT4	SUNITINIB	inhibitor
HIF1A	SUNITINIB	
HMOX1	SUNITINIB	
KDR	SUNITINIB	inhibitor
KDR	SUNITINIB	
KDR	SUNITINIB	inhibitor
KDR	SUNITINIB	
KDR	SUNITINIB	
KDR	SUNITINIB	
KDR	SUNITINIB	inhibitor
KDR	SUNITINIB	inhibitor
KDR	SUNITINIB	inhibitor
KIT	SUNITINIB	inhibitor
KIT	SUNITINIB	
KIT	SUNITINIB	
KIT	SUNITINIB	
KIT	SUNITINIB	inhibitor
KIT	SUNITINIB	
KIT	SUNITINIB	
KIT	SUNITINIB	inhibitor
KIT	SUNITINIB	
KIT	SUNITINIB	inhibitor
KIT	SUNITINIB	inhibitor
KIT	SUNITINIB	
KRAS	SUNITINIB	
MKI67	SUNITINIB	
PDGFA	SUNITINIB	inhibitor
PDGFB	SUNITINIB	inhibitor
PDGFC	SUNITINIB	inhibitor
PDGFD	SUNITINIB	inhibitor
PDGFRA	SUNITINIB	
PDGFRA	SUNITINIB	
PDGFRA	SUNITINIB	
PDGFRA	SUNITINIB	
PDGFRA	SUNITINIB	
PDGFRA	SUNITINIB	inhibitor
PDGFRA	SUNITINIB	
PDGFRB	SUNITINIB	inhibitor
PDGFRB	SUNITINIB	inhibitor
PDGFRB	SUNITINIB	inhibitor
PDGFRB	SUNITINIB	
PDGFRB	SUNITINIB	
PTPRB	SUNITINIB	
RET	SUNITINIB	
RET	SUNITINIB	
RET	SUNITINIB	
RET	SUNITINIB	
RET	SUNITINIB	
RET	SUNITINIB	
RET	SUNITINIB	inhibitor
RET	SUNITINIB	
RET	SUNITINIB	inhibitor
RET	SUNITINIB	inhibitor
VHL	SUNITINIB	
VHL	SUNITINIB	
AURKB	SUNITINIB MALATE	inhibitor
CSF1R	SUNITINIB MALATE	inhibitor
FLT1	SUNITINIB MALATE	inhibitor
FLT3	SUNITINIB MALATE	inhibitor
FLT4	SUNITINIB MALATE	inhibitor
KDR	SUNITINIB MALATE	inhibitor
KDR	SUNITINIB MALATE	inhibitor
KIT	SUNITINIB MALATE	inhibitor
KIT	SUNITINIB MALATE	inhibitor
PDGFRA	SUNITINIB MALATE	inhibitor
PDGFRB	SUNITINIB MALATE	inhibitor
RET	SUNITINIB MALATE	inhibitor
CPT2	SUPROFEN	inhibitor
PTGS1	SUPROFEN	inhibitor
PTGS1	SUPROFEN	inhibitor
PTGS1	SUPROFEN	inhibitor
PTGS1	SUPROFEN	
PTGS1	SUPROFEN	
PTGS2	SUPROFEN	
PTGS2	SUPROFEN	
PTGS2	SUPROFEN	inhibitor
CCNA2	SURAMIN	
DDIT3	SURAMIN	
FOLH1	SURAMIN	
FSHR	SURAMIN	antagonist
IFNG	SURAMIN	
MC2R	SURAMIN	
NTRK1	SURAMIN	
P2RY1	SURAMIN	antagonist
P2RY11	SURAMIN	antagonist
P2RY13	SURAMIN	antagonist
P2RY2	SURAMIN	antagonist
P2RY6	SURAMIN	antagonist
PIK3CA	SURAMIN	
PIK3CB	SURAMIN	
RYR1	SURAMIN	activator
RYR2	SURAMIN	activator
SPINT1	SURAMIN	
ST14	SURAMIN	
CNR1	SURINABANT	antagonist
CNR1	SURINABANT	
CNR1	SURINABANT	antagonist
HCRTR1	SUVOREXANT	antagonist
HCRTR1	SUVOREXANT	antagonist
HCRTR1	SUVOREXANT	
HCRTR2	SUVOREXANT	antagonist
HCRTR2	SUVOREXANT	
BCHE	SUXAMETHONIUM	
CHRM1	SUXAMETHONIUM	
CHRM1	SUXAMETHONIUM	
CHRM3	SUXAMETHONIUM	antagonist
CHRNA1	SUXAMETHONIUM	agonist
TRPV1	SYL-1001	antagonist
ESR1	SYNTHETIC CONJUGATED ESTROGENS, B	agonist
ESR2	SYNTHETIC CONJUGATED ESTROGENS, B	agonist
NR1H2	T091317	agonist
NR1H3	T091317	agonist
MAPK14	TA-5493	inhibitor
TNFSF13B	TABALUMAB	
TNFSF13B	TABALUMAB	inhibitor
FLT1	TABERMINOGENE VADENOVEC	
FLT4	TABERMINOGENE VADENOVEC	
KDR	TABERMINOGENE VADENOVEC	
CH25H	TABIMORELIN	inhibitor
GHSR	TABIMORELIN	agonist
VDR	TACALCITOL	agonist
HDAC1	TACEDINALINE	inhibitor
HDAC1	TACEDINALINE	inhibitor
HDAC1	TACEDINALINE	inhibitor
HDAC10	TACEDINALINE	inhibitor
HDAC11	TACEDINALINE	inhibitor
HDAC2	TACEDINALINE	inhibitor
HDAC2	TACEDINALINE	inhibitor
HDAC3	TACEDINALINE	inhibitor
HDAC3	TACEDINALINE	inhibitor
HDAC4	TACEDINALINE	inhibitor
HDAC5	TACEDINALINE	inhibitor
HDAC6	TACEDINALINE	inhibitor
HDAC7	TACEDINALINE	inhibitor
HDAC7	TACEDINALINE	inhibitor
HDAC8	TACEDINALINE	inhibitor
ACHE	TACRINE	inhibitor
ACHE	TACRINE	
ACHE	TACRINE	
BCHE	TACRINE	inhibitor
ACHE	TACRINE HYDROCHLORIDE	inhibitor
BCHE	TACRINE HYDROCHLORIDE	inhibitor
ABCG2	TACROLIMUS	
CCL17	TACROLIMUS	
CYP2D6	TACROLIMUS	
FKBP1A	TACROLIMUS	
FKBP1A	TACROLIMUS	
FKBP1A	TACROLIMUS	inhibitor
FKBP1A	TACROLIMUS	inhibitor
GPT	TACROLIMUS	
IL18	TACROLIMUS	
ITGAL	TACROLIMUS	
SAG	TACROLIMUS	
SPP1	TACROLIMUS	
UGT1A4	TACROLIMUS	
PDE11A	TADALAFIL	inhibitor
PDE4A	TADALAFIL	
PDE5A	TADALAFIL	inhibitor
PDE5A	TADALAFIL	inhibitor
PDE5A	TADALAFIL	
PDE5A	TADALAFIL	inhibitor
PDE5A	TADALAFIL	
ITGA2B	TADOCIZUMAB	antagonist
ITGB3	TADOCIZUMAB	antagonist
ALK	TAE-684	inhibitor
ALK	TAE-684	
ALK	TAE-684	
EML4	TAE-684	
NPM1	TAE-684	
ROS1	TAE-684	
TTR	TAFAMIDIS	
TTR	TAFAMIDIS	
TTR	TAFAMIDIS MEGLUMINE	
PTGFR	TAFLUPROST	agonist
PTGFR	TAFLUPROST	agonist
PPARG	TAGITININ A	agonist
EGFR	TAK-285	
EGFR	TAK-285	inhibitor
ERBB2	TAK-285	inhibitor
ERBB2	TAK-285	
ERBB2	TAK-285	inhibitor
SMO	TAK-441	antagonist
SMO	TAK-441	
FLT1	TAK-593	inhibitor
FLT4	TAK-593	inhibitor
KDR	TAK-593	inhibitor
PDGFRA	TAK-593	inhibitor
PDGFRA	TAK-593	inhibitor
PDGFRB	TAK-593	inhibitor
VEGFA	TAK-593	inhibitor
FLT3	TAK-659	inhibitor
JAK3	TAK-659	inhibitor
KDR	TAK-659	inhibitor
SYK	TAK-659	inhibitor
SYK	TAK-659	inhibitor
ZAP70	TAK-659	inhibitor
MAPK11	TAK-715	inhibitor
MAPK14	TAK-715	inhibitor
MAPK14	TAK-715	inhibitor
BRAF	TAK-733	
BRAF	TAK-733	
GNA11	TAK-733	
GNAQ	TAK-733	
KRAS	TAK-733	
MAP2K1	TAK-733	inhibitor
MAP2K1	TAK-733	
MAP2K1	TAK-733	inhibitor
MAP2K1	TAK-733	inhibitor
MAP2K2	TAK-733	inhibitor
MAP2K2	TAK-733	
MAP2K2	TAK-733	inhibitor
NRAS	TAK-733	
PIK3CA	TAK-733	
AURKA	TAK-901	inhibitor
AURKA	TAK-901	inhibitor
AURKB	TAK-901	inhibitor
AURKB	TAK-901	inhibitor
PLK1	TAK-960	inhibitor
CSF3	TALABOSTAT (CHEMBL67279)	
TNF	TALACTOFERRIN ALFA	inhibitor
SMO	TALADEGIB	inhibitor
SMO	TALADEGIB	inhibitor
SMO	TALADEGIB	antagonist
SMO	TALADEGIB	
GRIA1	TALAMPANEL	
GRIA2	TALAMPANEL	
GRIA3	TALAMPANEL	
GRIA4	TALAMPANEL	
GSR	TALAMPANEL	antagonist
CYP26A1	TALAROZOLE	inhibitor
CYP26A1	TALAROZOLE	
CYP26A1	TALAROZOLE	inhibitor
CYP26B1	TALAROZOLE	
CYP26C1	TALAROZOLE	
ATM	TALAZOPARIB	
ATM	TALAZOPARIB	
ATR	TALAZOPARIB	
BRCA1	TALAZOPARIB	
BRCA1	TALAZOPARIB	
BRCA1	TALAZOPARIB	
BRCA2	TALAZOPARIB	
BRCA2	TALAZOPARIB	
BRCA2	TALAZOPARIB	
IDH1	TALAZOPARIB	
PARP1	TALAZOPARIB	inhibitor
PARP1	TALAZOPARIB	
PARP1	TALAZOPARIB	inhibitor
PARP1	TALAZOPARIB	inhibitor
PARP2	TALAZOPARIB	
PARP2	TALAZOPARIB	inhibitor
PARP2	TALAZOPARIB	inhibitor
PARP2	TALAZOPARIB	inhibitor
PSMD4	TALAZOPARIB	
PTEN	TALAZOPARIB	
PARP1	TALAZOPARIB TOSYLATE	inhibitor
PARP2	TALAZOPARIB TOSYLATE	inhibitor
CHRNA4	TALBUTAL	
CHRNA4	TALBUTAL	
CHRNA7	TALBUTAL	
CHRNA7	TALBUTAL	
GABRA1	TALBUTAL	positive allosteric modulator
GABRA1	TALBUTAL	
GABRA1	TALBUTAL	
GABRA1	TALBUTAL	antagonist
GABRA2	TALBUTAL	
GABRA2	TALBUTAL	positive allosteric modulator
GABRA2	TALBUTAL	
GABRA3	TALBUTAL	
GABRA3	TALBUTAL	positive allosteric modulator
GABRA3	TALBUTAL	
GABRA4	TALBUTAL	
GABRA4	TALBUTAL	positive allosteric modulator
GABRA4	TALBUTAL	
GABRA5	TALBUTAL	
GABRA5	TALBUTAL	positive allosteric modulator
GABRA5	TALBUTAL	
GABRA6	TALBUTAL	
GABRA6	TALBUTAL	
GABRA6	TALBUTAL	positive allosteric modulator
GABRB1	TALBUTAL	positive allosteric modulator
GABRB2	TALBUTAL	positive allosteric modulator
GABRB3	TALBUTAL	positive allosteric modulator
GABRD	TALBUTAL	positive allosteric modulator
GABRE	TALBUTAL	positive allosteric modulator
GABRG1	TALBUTAL	positive allosteric modulator
GABRG2	TALBUTAL	positive allosteric modulator
GABRG3	TALBUTAL	positive allosteric modulator
GABRP	TALBUTAL	positive allosteric modulator
GABRQ	TALBUTAL	positive allosteric modulator
GRIA2	TALBUTAL	
GRIA2	TALBUTAL	
GRIK2	TALBUTAL	
GRIK2	TALBUTAL	
CXCL8	TALC	
IGHE	TALIZUMAB	inhibitor
MAPK11	TALMAPIMOD	inhibitor
MAPK12	TALMAPIMOD	inhibitor
MAPK14	TALMAPIMOD	inhibitor
MAPK14	TALMAPIMOD	
MAPK14	TALMAPIMOD	inhibitor
TACR2	TALNETANT	antagonist
TACR3	TALNETANT	antagonist
TACR3	TALNETANT	
TACR3	TALNETANT	antagonist
CLCA1	TALNIFLUMATE	
DHFR	TALOTREXIN	
CHRM1	TALSACLIDINE FUMARATE	agonist
TRHR	TALTIRELIN	agonist
RET	TAMATINIB	inhibitor
SYK	TAMATINIB	inhibitor
SYK	TAMATINIB	inhibitor
RARA	TAMIBAROTENE	
RARA	TAMIBAROTENE	agonist
RARA	TAMIBAROTENE	binder
RARA	TAMIBAROTENE	
RARB	TAMIBAROTENE	
RARB	TAMIBAROTENE	
AURKA	TAMOXIFEN	
BGLAP	TAMOXIFEN	
BRCA1	TAMOXIFEN	
CCND1	TAMOXIFEN	
CCND1	TAMOXIFEN	
CETP	TAMOXIFEN	
COL18A1	TAMOXIFEN	
DHFR	TAMOXIFEN	
EDN1	TAMOXIFEN	
ERBB2	TAMOXIFEN	
ERBB2	TAMOXIFEN	
ESR1	TAMOXIFEN	
ESR1	TAMOXIFEN	
ESR1	TAMOXIFEN	antagonist
ESR1	TAMOXIFEN	
ESR1	TAMOXIFEN	agonist,antagonist
ESR1	TAMOXIFEN	
ESR1	TAMOXIFEN	
ESR1	TAMOXIFEN	
ESR1	TAMOXIFEN	
ESR2	TAMOXIFEN	
ESR2	TAMOXIFEN	
F2	TAMOXIFEN	
F5	TAMOXIFEN	
GAPDH	TAMOXIFEN	
GGT1	TAMOXIFEN	
GPER1	TAMOXIFEN	agonist
HEXB	TAMOXIFEN	
HSPB2	TAMOXIFEN	
KLK3	TAMOXIFEN	
LRRK2	TAMOXIFEN	inhibitor
MUC16	TAMOXIFEN	
MYOD1	TAMOXIFEN	
NCOA3	TAMOXIFEN	
NF1	TAMOXIFEN	
NFE2L2	TAMOXIFEN	
NRG1	TAMOXIFEN	
NTRK1	TAMOXIFEN	
NTRK1	TAMOXIFEN	
PGR	TAMOXIFEN	
PGR	TAMOXIFEN	
PGR	TAMOXIFEN	
PIK3CA	TAMOXIFEN	
PIP	TAMOXIFEN	
PLD1	TAMOXIFEN	
TFF3	TAMOXIFEN	
TGFB1	TAMOXIFEN	
TGM2	TAMOXIFEN	
TP53	TAMOXIFEN	
TYMS	TAMOXIFEN	
UGT1A4	TAMOXIFEN	
VDR	TAMOXIFEN	
VDR	TAMOXIFEN	
ESR1	TAMOXIFEN CITRATE	modulator
ADRA1A	TAMSULOSIN	
ADRA1A	TAMSULOSIN	antagonist
ADRA1A	TAMSULOSIN	
ADRA1B	TAMSULOSIN	
ADRA1B	TAMSULOSIN	antagonist
ADRA1B	TAMSULOSIN	
ADRA1D	TAMSULOSIN	
ADRA1D	TAMSULOSIN	
ADRA1A	TAMSULOSIN HYDROCHLORIDE	antagonist
ADRA1A	TAMSULOSIN HYDROCHLORIDE	antagonist
ADRA1B	TAMSULOSIN HYDROCHLORIDE	antagonist
C1S	TANAPROGET	inhibitor
PGR	TANAPROGET	agonist
HTR1A	TANDOSPIRONE	agonist
AURKB	TANDUTINIB	inhibitor
CSF1R	TANDUTINIB	inhibitor
FLT3	TANDUTINIB	
FLT3	TANDUTINIB	
FLT3	TANDUTINIB	inhibitor
FLT3	TANDUTINIB	inhibitor
FLT3	TANDUTINIB	inhibitor
FLT3	TANDUTINIB	
KIT	TANDUTINIB	inhibitor
KIT	TANDUTINIB	inhibitor
KIT	TANDUTINIB	inhibitor
MPL	TANDUTINIB	agonist
PDGFRA	TANDUTINIB	inhibitor
PDGFRB	TANDUTINIB	inhibitor
PDGFRB	TANDUTINIB	inhibitor
PDGFRB	TANDUTINIB	inhibitor
HSP90AA1	TANESPIMYCIN	inhibitor
HSP90AA1	TANESPIMYCIN	inhibitor
HSP90AA1	TANESPIMYCIN	inhibitor
HSP90AA1	TANESPIMYCIN	
HSP90AA2P	TANESPIMYCIN	inhibitor
HSP90AB1	TANESPIMYCIN	inhibitor
HSP90AB1	TANESPIMYCIN	
HSP90AB1	TANESPIMYCIN	inhibitor
MET	TANESPIMYCIN	inhibitor
TP53	TANESPIMYCIN	
NGF	TANEZUMAB	
NGF	TANEZUMAB	inhibitor
NGFR	TANEZUMAB	antagonist
ANO1	TANNIC ACID	channel blocker
MMP2	TANOMASTAT	inhibitor
MMP2	TANOMASTAT	inhibitor
MAPK10	TANZISERTIB	inhibitor
MAPK8	TANZISERTIB	inhibitor
MAPK9	TANZISERTIB	inhibitor
OPRM1	TAPENTADOL	
OPRM1	TAPENTADOL	agonist
OPRM1	TAPENTADOL	
SLC6A2	TAPENTADOL	inhibitor
SLC6A2	TAPENTADOL	
NAT1	TAPENTADOL HYDROCHLORIDE	inhibitor
OPRM1	TAPENTADOL HYDROCHLORIDE	agonist
CD19	TAPLITUMOMAB PAPTOX	
PTGER2	TAPRENEPAG	agonist
CHRM3	Tarafenacin	antagonist
CHRM3	Tarafenacin	
CNR1	TARANABANT	inverse agonist
CNR1	TARANABANT	antagonist
CNR1	TARANABANT	antagonist
CNR1	TARANABANT	
CCKAR	TARAZEPIDE	antagonist
AD5	TARENFLURBIL	modulator
APH1A	TARENFLURBIL	modulator
APH1B	TARENFLURBIL	modulator
NCSTN	TARENFLURBIL	modulator
PSEN1	TARENFLURBIL	modulator
PSENEN	TARENFLURBIL	modulator
TP53	TARENFLURBIL	
NOTCH2	TAREXTUMAB	antibody
NOTCH2	TAREXTUMAB	
NOTCH3	TAREXTUMAB	antibody
NOTCH3	TAREXTUMAB	
ADA	TARGININE	
BDNF	TARGININE	
IL2	TARGININE	
PTH	TARGININE	
ABCB1	TARIQUIDAR	inhibitor
ABCB1	TARIQUIDAR	
ABCB4	TARIQUIDAR	modulator
KDR	TAS-115	
KDR	TAS-115	inhibitor
MET	TAS-115	inhibitor
MET	TAS-115	
AURKA	TAS-119	inhibitor
ERBB2	TASELISIB	
KRAS	TASELISIB	
PIK3CA	TASELISIB	inhibitor
PIK3CA	TASELISIB	inhibitor
PIK3CA	TASELISIB	inhibitor
PIK3CA	TASELISIB	
PIK3CA	TASELISIB	
PIK3CB	TASELISIB	inhibitor
PIK3CB	TASELISIB	inhibitor
PIK3CD	TASELISIB	inhibitor
PIK3CD	TASELISIB	inhibitor
PIK3CG	TASELISIB	inhibitor
PIK3CG	TASELISIB	inhibitor
PIK3R1	TASELISIB	inhibitor
PIK3R2	TASELISIB	inhibitor
PIK3R3	TASELISIB	inhibitor
PIK3R5	TASELISIB	inhibitor
PTEN	TASELISIB	
TUBB1	TASIDOTIN	
TUBB1	TASIDOTIN HYDROCHLORIDE	binder
MTNR1A	TASIMELTEON	agonist
MTNR1A	TASIMELTEON	agonist
MTNR1A	TASIMELTEON	
MTNR1A	TASIMELTEON	agonist
MTNR1B	TASIMELTEON	agonist
MTNR1B	TASIMELTEON	
MTNR1B	TASIMELTEON	agonist
JAK3	TASOCITINIB	
AGTR1	TASOSARTAN	
AGTR1	TASOSARTAN	antagonist
AGTR1	TASOSARTAN	
AGTR1	TASOSARTAN	antagonist
GLP1R	TASPOGLUTIDE	agonist
GLP1R	TASPOGLUTIDE	
HDAC4	TASQUINIMOD	allosteric modulator
ALMS1	TAURINE	agonist
SLC10A2	TAUROCHOLIC ACID	
SLCO1C1	TAUROCHOLIC ACID	inhibitor
NTRK1	TAVILERMIDE	
BCL2	TAZAROTENE	
PML	TAZAROTENE	
RARA	TAZAROTENE	
RARA	TAZAROTENE	agonist
RARA	TAZAROTENE	agonist
RARA	TAZAROTENE	
RARB	TAZAROTENE	agonist
RARB	TAZAROTENE	
RARB	TAZAROTENE	
RARG	TAZAROTENE	
RARG	TAZAROTENE	
RARG	TAZAROTENE	binder
RARG	TAZAROTENE	agonist
RXRB	TAZAROTENE	
RXRB	TAZAROTENE	
TP73	TAZAROTENE	
F8	TB-402	inhibitor
F8	TB-402	
PGF	TB-403	
ARSC2	T-BUTYLBICYCLOPHOSPHOROTHIONATE	channel blocker
ART3	T-BUTYLBICYCLOPHOSPHOROTHIONATE	channel blocker
GABRA1	T-BUTYLBICYCLOPHOSPHOROTHIONATE	channel blocker
GABRA2	T-BUTYLBICYCLOPHOSPHOROTHIONATE	channel blocker
GABRA3	T-BUTYLBICYCLOPHOSPHOROTHIONATE	channel blocker
GABRA4	T-BUTYLBICYCLOPHOSPHOROTHIONATE	channel blocker
GABRA5	T-BUTYLBICYCLOPHOSPHOROTHIONATE	channel blocker
GABRA6	T-BUTYLBICYCLOPHOSPHOROTHIONATE	channel blocker
GABRB1	T-BUTYLBICYCLOPHOSPHOROTHIONATE	channel blocker
GABRB2	T-BUTYLBICYCLOPHOSPHOROTHIONATE	channel blocker
GABRB3	T-BUTYLBICYCLOPHOSPHOROTHIONATE	channel blocker
GABRD	T-BUTYLBICYCLOPHOSPHOROTHIONATE	channel blocker
GABRE	T-BUTYLBICYCLOPHOSPHOROTHIONATE	channel blocker
GABRG3	T-BUTYLBICYCLOPHOSPHOROTHIONATE	channel blocker
GABRQ	T-BUTYLBICYCLOPHOSPHOROTHIONATE	channel blocker
GABRR1	T-BUTYLBICYCLOPHOSPHOROTHIONATE	channel blocker
GABRR2	T-BUTYLBICYCLOPHOSPHOROTHIONATE	channel blocker
GABRR3	T-BUTYLBICYCLOPHOSPHOROTHIONATE	channel blocker
CHRNA4	TC-2216	antagonist
CHRNB2	TC-2216	antagonist
CHRNA3	TC-6499	agonist
CHRNA4	TC-6499	
CHRNA4	TC-6499	agonist
CHRNB2	TC-6499	
CHRNB2	TC-6499	agonist
CHRNB4	TC-6499	agonist
CHRNA7	TC-6987	
CHRNA7	TC-6987	agonist
CHKA	TCD-717	inhibitor
ERBB2	T-DM1	antibody
ERBB2	T-DM1	
CHRNA4	TEBANICLINE TOSYLATE	agonist
CHRNB2	TEBANICLINE TOSYLATE	agonist
CNR1	TEBIPENEM	antagonist
ADORA1	TECADENOSON	agonist
ADORA1	TECADENOSON	agonist
ADORA1	TECADENOSON	
CASR	TECALCET	allosteric modulator
CASR	TECALCET HYDROCHLORIDE	modulator
VKORC1	TECARFARIN	
OPRK1	TECHNETIUM TC 99M TILMANOCEPT	agonist
AKR1B1	TECTORIGENIN	
CNR2	Tedalinab	agonist
ADRA1A	TEDATIOXETINE	antagonist
ADRA1A	TEDATIOXETINE	
HTR2A	TEDATIOXETINE	antagonist
HTR2C	TEDATIOXETINE	
HTR2C	TEDATIOXETINE	antagonist
HTR3A	TEDATIOXETINE	
HTR3A	TEDATIOXETINE	antagonist
HTR3B	TEDATIOXETINE	antagonist
HTR3C	TEDATIOXETINE	antagonist
HTR3D	TEDATIOXETINE	antagonist
HTR3E	TEDATIOXETINE	antagonist
HTT	TEDATIOXETINE	inhibitor
NAT1	TEDATIOXETINE	inhibitor
SLC6A2	TEDATIOXETINE	
SLC6A3	TEDATIOXETINE	inhibitor
SLC6A3	TEDATIOXETINE	
SLC6A4	TEDATIOXETINE	
ERG	TEDISAMIL	blocker
KCNA1	TEDISAMIL	blocker
KCNA10	TEDISAMIL	blocker
KCNA2	TEDISAMIL	blocker
KCNA3	TEDISAMIL	blocker
KCNA4	TEDISAMIL	blocker
KCNA5	TEDISAMIL	blocker
KCNA6	TEDISAMIL	blocker
KCNA7	TEDISAMIL	blocker
KCNB1	TEDISAMIL	blocker
KCNB2	TEDISAMIL	blocker
KCNC1	TEDISAMIL	blocker
KCNC2	TEDISAMIL	blocker
KCNC3	TEDISAMIL	blocker
KCNC4	TEDISAMIL	blocker
KCND1	TEDISAMIL	blocker
KCND2	TEDISAMIL	blocker
KCND3	TEDISAMIL	blocker
KCNF1	TEDISAMIL	blocker
KCNG1	TEDISAMIL	blocker
KCNG2	TEDISAMIL	blocker
KCNG3	TEDISAMIL	blocker
KCNH1	TEDISAMIL	blocker
KCNH3	TEDISAMIL	blocker
KCNH4	TEDISAMIL	blocker
KCNH5	TEDISAMIL	blocker
KCNH6	TEDISAMIL	blocker
KCNH7	TEDISAMIL	blocker
KCNH8	TEDISAMIL	blocker
KCNQ1	TEDISAMIL	blocker
KCNQ2	TEDISAMIL	blocker
KCNQ3	TEDISAMIL	blocker
KCNQ4	TEDISAMIL	blocker
KCNQ5	TEDISAMIL	blocker
KCNS1	TEDISAMIL	blocker
KCNS2	TEDISAMIL	blocker
KCNS3	TEDISAMIL	blocker
KCNV1	TEDISAMIL	blocker
KCNV2	TEDISAMIL	blocker
GLP2R	TEDUGLUTIDE	agonist
GLP2R	TEDUGLUTIDE	agonist
DPYD	TEGAFUR	
DPYD	TEGAFUR	
DPYD	TEGAFUR	
ERBB2	TEGAFUR	
TYMS	TEGAFUR	
HTR2B	TEGASEROD	antagonist
HTR3A	TEGASEROD	
HTR4	TEGASEROD	agonist
NAT1	TEGASEROD	agonist
HTR4	TEGASEROD MALEATE	partial agonist
NAMPT	TEGLARINAD CHLORIDE	
NAMPT	TEGLARINAD CHLORIDE	inhibitor
NFKB2	TEGLARINAD CHLORIDE	inhibitor
CELA1	TELAPREVIR	inhibitor
CTSA	TELAPREVIR	inhibitor
IFNL3	TELAPREVIR	
PGR	TELAPRISTONE ACETATE	modulator
FLT1	TELATINIB	
FLT4	TELATINIB	inhibitor
FLT4	TELATINIB	inhibitor
FLT4	TELATINIB	inhibitor
FLT4	TELATINIB	
KDR	TELATINIB	inhibitor
KDR	TELATINIB	
KDR	TELATINIB	inhibitor
KDR	TELATINIB	inhibitor
KDR	TELATINIB	inhibitor
KIT	TELATINIB	inhibitor
KIT	TELATINIB	inhibitor
KIT	TELATINIB	inhibitor
PDGFRA	TELATINIB	
PDGFRB	TELATINIB	
PDGFRB	TELATINIB	inhibitor
PDGFRB	TELATINIB	inhibitor
PDGFRB	TELATINIB	inhibitor
FLT1	TELBERMIN	agonist
FLT1	TELBERMIN	activator
KDR	TELBERMIN	agonist
CALCRL	TELCAGEPANT	antagonist
CALCRL	TELCAGEPANT	antagonist
CALCRL	TELCAGEPANT	antagonist
AGTR1	TELMISARTAN	
AGTR1	TELMISARTAN	antagonist
AGTR1	TELMISARTAN	antagonist
AGTR1	TELMISARTAN	antagonist
AGTR1	TELMISARTAN	
TPH1	TELOTRISTAT	inhibitor
TPH2	TELOTRISTAT	inhibitor
TPH1	TELOTRISTAT ETHYL	inhibitor
TPH1	TELOTRISTAT ETHYL	inhibitor
TPH2	TELOTRISTAT ETHYL	inhibitor
HTR2A	TEMANOGREL	
HTR2A	TEMANOGREL	inverse agonist
GABRA1	TEMAZEPAM	
GABRA1	TEMAZEPAM	
GABRA1	TEMAZEPAM	positive allosteric modulator
GABRA2	TEMAZEPAM	
GABRA2	TEMAZEPAM	
GABRA2	TEMAZEPAM	positive allosteric modulator
GABRA3	TEMAZEPAM	positive allosteric modulator
GABRA3	TEMAZEPAM	
GABRA3	TEMAZEPAM	
GABRA4	TEMAZEPAM	
GABRA4	TEMAZEPAM	positive allosteric modulator
GABRA4	TEMAZEPAM	
GABRA5	TEMAZEPAM	positive allosteric modulator
GABRA5	TEMAZEPAM	
GABRA5	TEMAZEPAM	
GABRA6	TEMAZEPAM	
GABRA6	TEMAZEPAM	positive allosteric modulator
GABRA6	TEMAZEPAM	
GABRB1	TEMAZEPAM	
GABRB1	TEMAZEPAM	
GABRB1	TEMAZEPAM	positive allosteric modulator
GABRB1	TEMAZEPAM	
GABRB2	TEMAZEPAM	positive allosteric modulator
GABRB2	TEMAZEPAM	
GABRB2	TEMAZEPAM	
GABRB3	TEMAZEPAM	positive allosteric modulator
GABRB3	TEMAZEPAM	
GABRB3	TEMAZEPAM	
GABRD	TEMAZEPAM	
GABRD	TEMAZEPAM	positive allosteric modulator
GABRD	TEMAZEPAM	
GABRE	TEMAZEPAM	positive allosteric modulator
GABRE	TEMAZEPAM	
GABRE	TEMAZEPAM	
